id,categoryId,topic,headline,body,summary,tags,readTimeSeconds,featured,relatedFactIds,themes,socialHook
dinosaur-extinction-kpg-scale,dinosaurs,Dinosaur Extinction,One Fossil Site May Record the Very Day the Asteroid Hit,"Most extinctions are blurry across thousands of years, but a site in North Dakota called Tanis may preserve a single catastrophic day 66 million years ago. There, fish lie buried in debris with tiny impact spherules lodged in their gills. It's as if they breathed in the fallout within hours of the strike, thousands of miles away. If the interpretation holds, Tanis is an almost unbelievable snapshot: the opening moments of the disaster that ended the age of dinosaurs, frozen in stone.",The Tanis site in North Dakota may capture the actual day of the asteroid impact 66 million years ago.,"dinosaur-extinction,tanis,k-pg",52,false,"dinosaur-extinction-sunlight-collapse,velociraptor-asian-dromaeosaur,tyrannosaurus-king-name,fossils-careful-excavation,fossils-permineralization","disaster-and-catastrophe,hidden-underground,stars-and-cosmos",
fossils-permineralization,dinosaurs,Fossils,Scientists Found Soft Tissue Inside a T. rex Bone,"Fossils are usually rock-hard mineral copies of bone, so it was a shock when soft, stretchy material turned up inside a Tyrannosaurus rex leg bone. After the mineral was dissolved away, flexible, branching structures resembling blood vessels appeared, along with what may be fragments of ancient proteins. The findings, still studied and debated, challenge the old assumption that nothing organic could survive 66 million years. A fossil, it seems, may occasionally hold more than stone.","Researchers found flexible, vessel-like soft tissue inside a 66-million-year-old T. rex bone.","fossils,soft-tissue,tyrannosaurus-rex",51,false,"fossils-careful-excavation,tyrannosaurus-predator-scavenger,tyrannosaurus-sixty-teeth,greek-mythology-art-afterlife,mri-soft-tissue-detail,ankylosaurus-tail-club","human-body-quirks,architecture-and-structures",
fossils-careful-excavation,dinosaurs,Fossils,Two Rivals Waged a Dynamite-Fueled 'Bone War',"In the late 1800s, American fossil hunting turned into open warfare. Two paleontologists, Edward Cope and Othniel Marsh, despised each other and raced to find and name more dinosaurs. Their feud, the 'Bone Wars,' involved spying, bribery, stolen fossils, and reportedly even dynamiting dig sites so the other could not have them. Their reckless rush named scores of new species but also caused famous blunders. Scientific discovery, it turns out, can be driven by bitter personal rivalry.","The 1800s 'Bone Wars' saw rivals Cope and Marsh spy, bribe, and dynamite sites to out-discover each other.","fossils,bone-wars,paleontology-history",52,false,"fossils-permineralization,triceratops-late-and-numerous,ankylosaurus-tail-club,greek-mythology-art-afterlife,tyrannosaurus-predator-scavenger","energy-and-power,human-body-quirks,war-and-conflict",
iguanodon-iguana-tooth-name,dinosaurs,Iguanodon,Scientists Held a Dinner Party Inside a Dinosaur,"When the first life-size dinosaur statues were built in London in the 1850s, Iguanodon was among them, and its debut came with a celebration to match. On New Year's Eve in 1853, the sculptor hosted a formal dinner for around 20 guests seated inside the half-finished, hollow mold of a standing Iguanodon. Diners ate and toasted from within the belly of a dinosaur. It was a fittingly strange launch for the brand-new public fascination with prehistoric beasts.","In 1853, scientists held a New Year's Eve dinner party seated inside a hollow life-size Iguanodon model.","iguanodon,crystal-palace,dinosaur-history",53,false,"iguanodon-thumb-spike,ankylosaurus-tail-club,dinosaur-eggs-all-dinosaurs-hatched,dinosaur-eggs-embryos-rare,tyrannosaurus-king-name","materials-and-chemistry,self-organizing-patterns",
iguanodon-thumb-spike,dinosaurs,Iguanodon,Iguanodon's Thumb Spike Spent Decades on Its Nose,"Iguanodon had a sharp, cone-shaped spike on each thumb, but early scientists had no idea what it was. When they first reconstructed the animal in the 1800s, they mistook the spike for a horn and stuck it on the creature's nose, like a rhino. Only later, with better skeletons, did researchers realize the 'horn' was actually a thumb. For years, one of the first dinosaurs known to science was walking around museums wearing its thumb on its face.",Iguanodon's thumb spike was originally mistaken for a nose horn and mounted on its snout for decades.,"iguanodon,thumb-spike,reconstruction",52,false,"iguanodon-iguana-tooth-name,stegosaurus-tail-spikes,triceratops-three-horns,ankylosaurus-leaf-teeth,dinosaur-eggs-embryos-rare",,
stegosaurus-plates-not-simple-armor,dinosaurs,Stegosaurus,Stegosaurus Ran a Bus-Sized Body on a Walnut-Sized Brain,"Stegosaurus was about the size of a bus, yet its brain was famously tiny, often compared to a walnut or a golf ball. The mismatch was so striking that scientists once proposed it had a 'second brain' near its hips to help control its back half. That idea has since been abandoned; the space was likely an enlarged nerve junction or energy store, not a brain. Still, the giant truly did run its enormous body on a remarkably small mind.","Stegosaurus had a walnut-sized brain in a bus-sized body, inspiring the debunked 'second brain' myth.","stegosaurus,brain,anatomy",53,false,"stegosaurus-ankylosaur-relatives,stegosaurus-tail-spikes,velociraptor-not-movie-sized,whales-largest-animal-ever,rem-sleep-night-cycles,giraffes-tallest-land-animal","myth-vs-reality,energy-and-power,human-body-quirks,counterintuitive-scale",
stegosaurus-tail-spikes,dinosaurs,Stegosaurus,Stegosaurus's Tail Spikes Are Named After a Cartoon,"The cluster of sharp spikes on the end of a Stegosaurus tail had no scientific name for over a century. Then, in 1982, cartoonist Gary Larson drew a Far Side comic in which a caveman lecturer calls the spikes a 'thagomizer,' named after 'the late Thag Simmons.' Paleontologists found it so useful and amusing that they actually adopted the joke term. Today 'thagomizer' is used in real scientific writing, a piece of official anatomy that started as a newspaper gag.","Stegosaurus's tail spikes are officially called the 'thagomizer,' a term coined in a 1982 Far Side cartoon.","stegosaurus,thagomizer,far-side",50,false,"stegosaurus-plates-not-simple-armor,stegosaurus-ankylosaur-relatives,iguanodon-thumb-spike,tyrannosaurus-king-name,ankylosaurus-armored-tank",origins-and-naming,
stegosaurus-ankylosaur-relatives,dinosaurs,Stegosaurus,Nobody Is Sure What Those Stegosaurus Plates Were For,"The big triangular plates running along a Stegosaurus's back are instantly recognizable, yet their purpose is still genuinely uncertain. They were probably too thin and oddly placed to make good armor. They may have helped the animal show off, recognize its own species, or control body temperature through the blood flowing inside them. Fossils even suggest males and females may have had differently shaped plates. The most famous feature of this dinosaur is also one of its biggest mysteries.","Stegosaurus's iconic back plates were likely for display or temperature, not armor, and remain debated.","stegosaurus,plates,display",52,false,"stegosaurus-plates-not-simple-armor,stegosaurus-tail-spikes,triceratops-three-horns,tyrannosaurus-predator-scavenger,ankylosaurus-armored-tank","record-extremes,human-body-quirks",
triceratops-three-horns,dinosaurs,Triceratops,A Triceratops Skull Was Nearly a Third of Its Whole Body,"Triceratops is easy to recognize from its three horns and broad neck frill, but the real shock is scale. Its skull could reach around 2.5 meters, roughly 8 feet, long, making it one of the largest heads of any land animal ever known. In big individuals, the head alone made up close to a third of the entire body length. Carrying such an enormous, horned, frilled skull was a feat of engineering for the dinosaur's neck and shoulders.","Its head could reach about 8 feet long, among the largest of any land animal ever known.","triceratops,skull,horns",50,false,"triceratops-late-and-numerous,stegosaurus-ankylosaur-relatives,dinosaur-eggs-all-dinosaurs-hatched,ankylosaurus-armored-tank,tyrannosaurus-sixty-teeth",record-extremes,
triceratops-late-and-numerous,dinosaurs,Triceratops,Fossils Prove T. rex and Triceratops Really Fought,"The classic showdown between Triceratops and Tyrannosaurus rex is not just movie fiction. The two lived at the same time and place at the very end of the dinosaur age, and the fossils bear witness to their clashes. Paleontologists have found Triceratops bones marked with T. rex bite wounds, including a frill and horn that show signs of being bitten and then healing, meaning that particular Triceratops survived the encounter. Predator and prey left a real record of their battles.","Fossils show real combat between T. rex and Triceratops, including bite marks a Triceratops survived.","triceratops,tyrannosaurus-rex,late-cretaceous",52,false,"triceratops-three-horns,tyrannosaurus-predator-scavenger,fossils-permineralization,tyrannosaurus-sixty-teeth,fossils-careful-excavation,tyrannosaurus-king-name","storytelling-and-narrative,human-body-quirks,war-and-conflict",
tyrannosaurus-king-name,dinosaurs,Tyrannosaurus rex,T. rex Lived Closer to Us Than to Stegosaurus,"It is easy to lump all dinosaurs together, but they are separated by spans of time almost too large to grasp. Stegosaurus had already been extinct for roughly 80 million years before Tyrannosaurus rex ever appeared. In fact, T. rex, which lived about 66 million years ago, is closer in time to us today than it was to Stegosaurus. The 'age of dinosaurs' was not one moment but a vast stretch in which different giants rose and vanished.","T. rex lived about 66 million years ago, closer in time to humans than to Stegosaurus.","tyrannosaurus-rex,deep-time,mesozoic",50,false,"tyrannosaurus-predator-scavenger,tyrannosaurus-sixty-teeth,fossils-permineralization,triceratops-late-and-numerous,stegosaurus-ankylosaur-relatives",lost-and-rediscovered,
tyrannosaurus-sixty-teeth,dinosaurs,Tyrannosaurus rex,T. rex Bit So Hard It Crushed and Digested Bone,"Tyrannosaurus rex had the most powerful bite of any known land animal, strong enough to crunch straight through the bones of its prey. We know it really did this because fossilized T. rex droppings have been found packed with crushed, partly digested bone fragments. Lined with about 60 thick, serrated teeth and a skull braced to absorb tremendous force, its head worked like a bone-shattering machine. Few predators in history could literally eat their victims, skeleton and all.","T. rex had the strongest bite of any land animal, crushing bone that shows up digested in its fossil dung.","tyrannosaurus-rex,bite-force,coprolite",53,false,"tyrannosaurus-predator-scavenger,tyrannosaurus-king-name,fossils-permineralization,dunkleosteus-self-sharpening-jaws,triceratops-late-and-numerous,ankylosaurus-armored-tank","human-body-quirks,food-and-cuisine,motion-and-force",
tyrannosaurus-predator-scavenger,dinosaurs,Tyrannosaurus rex,The 'King' of Dinosaurs May Have Been Fluffy as a Baby,"The popular image of Tyrannosaurus rex as a purely scaly monster is being rethought. Close tyrannosaur relatives have been found covered in feathery fuzz, raising the strong possibility that T. rex hatchlings were downy rather than bare. Whether large adults kept much of that coat is debated, since some skin impressions show scales. But the fearsome 'king of the tyrant lizards' may well have started life as a fluffy chick, a soft beginning for one of history's great predators.","T. rex's close relatives had feathers, so young Tyrannosaurus rex may have been fluffy rather than scaly.","tyrannosaurus-rex,feathers,theropods",52,false,"tyrannosaurus-sixty-teeth,tyrannosaurus-king-name,fossils-permineralization,triceratops-late-and-numerous,velociraptor-not-movie-sized,ankylosaurus-leaf-teeth",human-body-quirks,
velociraptor-not-movie-sized,dinosaurs,Velociraptor,The Real Velociraptor Was a Feathered Turkey-Sized Hunter,"Hollywood's Velociraptor is a tall, scaly, human-sized killer, but the real animal would barely reach your knee. It stood about the size of a turkey, roughly two feet tall at the hip and maybe 15 kilograms, and it was covered in feathers. The fearsome movie 'raptors' were actually modeled on a larger cousin and scaled up further for the screen. A true Velociraptor was still a swift, dangerous predator, just one closer to a vicious feathered bird than a giant reptile.","The real Velociraptor was a feathered, turkey-sized predator, far smaller than its movie version.","velociraptor,size,feathers",52,false,"velociraptor-asian-dromaeosaur,tyrannosaurus-predator-scavenger,dinosaur-eggs-all-dinosaurs-hatched,whales-largest-animal-ever,jupiter-thousand-earths","counterintuitive-scale,storytelling-and-narrative",
velociraptor-asian-dromaeosaur,dinosaurs,Velociraptor,One Fossil Caught a Velociraptor and Its Prey Mid-Fight,"A famous fossil from Mongolia preserves a moment of life-and-death drama frozen in time. It shows a Velociraptor and a Protoceratops, a sheep-sized plant eater, locked together in combat, the predator's sickle claw at the herbivore's throat while the Protoceratops clamps down on the raptor's arm. The two were apparently buried suddenly, perhaps by a collapsing dune, and died still grappling. The 'Fighting Dinosaurs' offer an astonishingly rare snapshot of how these predators actually attacked.",Mongolia's 'Fighting Dinosaurs' fossil preserves a Velociraptor and Protoceratops buried mid-battle.,"velociraptor,fighting-dinosaurs,protoceratops",53,false,"velociraptor-not-movie-sized,dinosaur-eggs-embryos-rare,dinosaur-extinction-kpg-scale,triceratops-late-and-numerous,ankylosaurus-leaf-teeth","parental-care,hidden-underground,plants-and-botany,war-and-conflict",
dunkleosteus-jaw-bones,ancient-creatures,Dunkleosteus,"Dunkleosteus Had No Teeth, Just Self-Sharpening Blades","Dunkleosteus ruled ancient seas without a single true tooth in its head. Instead, the edges of its jaws were formed from bone, honed into two pairs of sharp, shearing blades. As the mouth opened and closed, the blades ground against one another, keeping each edge keen, like self-sharpening scissors. The bony plates even kept growing to replace what wore away. Rather than biting with teeth, this armored fish sheared through its prey with continually sharpened blades of its own skull.","Dunkleosteus had no teeth, slicing prey with self-sharpening bony blades formed from its jaws.","dunkleosteus,jaws,prehistoric-fish",50,false,"dunkleosteus-self-sharpening-jaws,megalodon-largest-fish,saber-toothed-cats-not-tigers,ankylosaurus-leaf-teeth,saber-toothed-cats-blade-teeth",human-body-quirks,
dunkleosteus-self-sharpening-jaws,ancient-creatures,Dunkleosteus,Dunkleosteus Could Inhale Prey in a Fraction of a Second,"Dunkleosteus did not just bite hard, it struck with terrifying speed. Studies of its jaw mechanics suggest it could snap its mouth open in around one-fiftieth of a second, creating a sudden rush of suction that pulled prey inward. Then the powerful jaws slammed shut with one of the strongest bites estimated for any fish. Open fast to inhale, close hard to slice: this armored hunter combined vacuum-like speed with crushing force in a single deadly motion.","Dunkleosteus could open its jaws in about 1/50th of a second, sucking in prey before crushing it.","dunkleosteus,bite-force,predators",53,false,"dunkleosteus-jaw-bones,terror-birds-fossil-chemistry,dire-wolf-la-brea,tyrannosaurus-sixty-teeth,dragonflies-nearly-360-vision","motion-and-force,numbers-and-mathematics",
trilobites-paleozoic-survivors,ancient-creatures,Trilobites,Trilobites Ruled the Seas Far Longer Than the Dinosaurs,"Trilobites are often dismissed as humble fossils, but their reign was staggering. They thrived in the oceans for roughly 270 million years, far longer than the dinosaurs lasted on land, and diversified into an estimated 20,000 species along the way. Their incredible run finally ended in the largest mass extinction in Earth's history, the end-Permian 'Great Dying,' which wiped out most ocean life. Few groups of animals have ever dominated for so long or vanished so completely.","Trilobites thrived for about 270 million years, far longer than dinosaurs, before dying in the 'Great Dying.'","trilobites,paleozoic,great-dying",52,false,"trilobites-eyes-complex,terror-birds-seven-foot-predators,megalodon-teeth-tell-story,giant-sloths-claws-leaves,giant-sloths-american-migration","record-extremes,lost-and-rediscovered",
trilobites-eyes-complex,ancient-creatures,Trilobites,Trilobites Saw the World Through Eyes Made of Crystal,"Trilobites had some of the earliest known eyes, and they were built from an unlikely material: crystal. Their lenses were made of calcite, a clear mineral, essentially turning stone into optics. Some species had eyes packed with hundreds of these crystal lenses, and a few had a sophisticated design that corrected the distortion that plagues simple lenses, a trick humans only worked out much later. These ancient sea creatures quite literally looked out at the world through eyes of rock.","Trilobites had eyes with lenses made of the crystal mineral calcite, some correcting optical distortion.","trilobites,calcite-eyes,vision",52,false,"trilobites-paleozoic-survivors,giant-sloths-elephant-size,megalodon-teeth-tell-story,snow-deposition,terror-birds-seven-foot-predators","materials-and-chemistry,world-first,self-organizing-patterns",
dire-wolf-la-brea,ancient-creatures,Dire Wolves,"A California Tar Pit Holds Over 4,000 Dire Wolves","The La Brea Tar Pits in Los Angeles are a graveyard with a grim logic. Sticky natural asphalt trapped struggling plant eaters, whose distress drew in hungry predators, who then became stuck themselves. Dire wolves are the most abundant large mammal recovered there, with the remains of more than 4,000 individuals pulled from the tar. The same hunting instinct that made them successful lured them, one by one, into a trap that preserved them in extraordinary numbers.","Over 4,000 dire wolves have been recovered from the La Brea Tar Pits, where predators were lured to their deaths.","dire-wolves,la-brea,fossils",53,false,"dire-wolf-bigger-skull,saber-toothed-cats-tar-trap,terror-birds-fossil-chemistry,ankylosaurus-tail-club,dunkleosteus-self-sharpening-jaws","plants-and-botany,numbers-and-mathematics",
dire-wolf-bigger-skull,ancient-creatures,Dire Wolves,Dire Wolves Were Not Really Wolves at All,"Despite the name and a wolfish look, dire wolves were not close relatives of today's gray wolves. DNA recovered from fossils revealed that their lineage split from other wolf-like canines millions of years ago, around 5.7 million, and they were so genetically distant they likely could not even interbreed with gray wolves. Their resemblance was a case of two predators evolving similar bodies for similar lifestyles. The 'dire wolf' was really its own ancient kind of animal wearing a familiar shape.",DNA shows dire wolves split from gray wolves about 5.7 million years ago and were not close relatives.,"dire-wolves,dna,evolution",53,false,"dire-wolf-la-brea,terror-birds-seven-foot-predators,giant-sloths-claws-leaves,whales-are-mammals,woolly-mammoths-ice-age-coat",collective-behavior,
giant-sloths-elephant-size,ancient-creatures,Giant Sloths,Thomas Jefferson Thought Giant Sloth Bones Were a Lion,"Future US president Thomas Jefferson was an enthusiastic fossil collector, and in the 1790s he studied a set of huge clawed bones. He mistook them for the remains of an enormous lion-like beast and worried such a monster might still prowl the unexplored West. The bones actually belonged to a giant ground sloth, later named Megalonyx, 'great claw.' Jefferson even asked the Lewis and Clark expedition to keep an eye out for living ones. The 'giant lion' was a vegetarian sloth.",Thomas Jefferson mistook giant ground sloth bones for a huge lion and hoped to find living ones.,"giant-sloths,thomas-jefferson,megalonyx",52,false,"giant-sloths-claws-leaves,giant-sloths-american-migration,megalodon-largest-fish,dunkleosteus-jaw-bones,saber-toothed-cats-blade-teeth","human-body-quirks,exploration-and-navigation",
giant-sloths-claws-leaves,ancient-creatures,Giant Sloths,Avocados May Exist Because Giant Sloths Ate Them,"The avocado has an oddly enormous pit, far too big for most animals to swallow and carry off, which is a puzzle for a plant that relies on animals to spread its seeds. The likely answer is that its real partners are gone. Giant ground sloths and other Ice Age giants could gulp avocados whole and deposit the seeds far away. The fruit is an 'evolutionary leftover,' still built for huge eaters that vanished thousands of years ago.",Avocados' huge pits suggest they evolved to be swallowed whole by giant ground sloths and other lost megafauna.,"giant-sloths,avocado,evolution",52,false,"giant-sloths-american-migration,giant-sloths-elephant-size,terror-birds-seven-foot-predators,laughter-contagious,islands-isolation-shapes-life","plants-and-botany,lost-and-rediscovered,games-and-play,food-and-cuisine",
giant-sloths-american-migration,ancient-creatures,Giant Sloths,A Ground Sloth Could Rear Up as Tall as a Two-Story House,"Today's sloths are small, slow tree-dwellers, but their extinct relatives were astonishing. The largest, Megatherium, was roughly the size of an elephant and weighed around four tons. Rising onto its hind legs, propped by a thick tail, it could reach some four meters up, about as high as a two-story building, to pull down branches with hooked claws. Some ground sloths survived surprisingly late, lingering on Caribbean islands until only about 4,000 years ago.","Megatherium, an elephant-sized ground sloth, could rear up about two stories tall to feed on branches.","giant-sloths,megatherium,extinct-mammals",53,false,"giant-sloths-claws-leaves,giant-sloths-elephant-size,woolly-mammoths-ice-age-coat,whales-largest-animal-ever,terror-birds-seven-foot-predators","record-extremes,plants-and-botany,counterintuitive-scale,storytelling-and-narrative",
megalodon-largest-fish,ancient-creatures,Megalodon,You Could Stand Inside a Megalodon's Open Jaws,"Megalodon was a shark on a scale that is hard to picture. Length estimates run to roughly 50 to 60 feet, and reconstructions of its gaping jaws are large enough for several people to stand inside together. Its bite is estimated to have been among the most powerful of any animal that ever lived, able to crush the bones of large whales. A modern great white, fearsome as it is, would have been little more than a snack to an adult megalodon.","Megalodon reached perhaps 50-60 feet, with jaws big enough to stand inside and an immensely powerful bite.","megalodon,size,apex-predator",52,false,"megalodon-teeth-tell-story,dunkleosteus-jaw-bones,saber-toothed-cats-blade-teeth,whales-largest-animal-ever,terror-birds-seven-foot-predators,saber-toothed-cats-not-tigers",human-body-quirks,
megalodon-teeth-tell-story,ancient-creatures,Megalodon,People Once Thought Megalodon Teeth Were Dragon Tongues,"Megalodon's teeth can be more than seven inches long, the size of a human hand, and for centuries people had no idea what they were. In medieval Europe, these huge fossil teeth were believed to be petrified dragon or serpent tongues, called tongue stones, and were worn as charms or used as remedies against poison. Only in the 1600s did a scientist correctly identify them as the teeth of an enormous shark. The 'dragon tongues' were the bite of a vanished sea monster.",Megalodon's hand-sized teeth were long thought to be petrified dragon tongues used as charms.,"megalodon,fossil-teeth,tongue-stones",53,false,"megalodon-largest-fish,dunkleosteus-jaw-bones,trilobites-paleozoic-survivors,dragons-hero-test,whales-largest-animal-ever","human-body-quirks,lost-and-rediscovered,counterintuitive-scale",
saber-toothed-cats-not-tigers,ancient-creatures,Saber-Toothed Cats,Nature Invented Saber Teeth Over and Over,"Saber-toothed cats are often called saber-toothed tigers, but they were not tigers, and the bigger surprise is how many times those dagger fangs evolved. Long stabbing canines appeared independently in several unrelated groups across the ages, including the true cats, earlier catlike predators, and even Thylacosmilus, a pouched, marsupial 'saber-tooth' that prowled South America and was more closely related to kangaroos than to cats. When a hunting strategy works this well, evolution keeps reinventing the same deadly tool.","Saber teeth evolved repeatedly in unrelated animals, including a marsupial 'saber-tooth' in South America.","saber-toothed-cats,convergent-evolution,thylacosmilus",53,false,"saber-toothed-cats-blade-teeth,saber-toothed-cats-tar-trap,dunkleosteus-jaw-bones,megalodon-largest-fish,megalodon-teeth-tell-story","human-body-quirks,invention-and-breakthrough",
saber-toothed-cats-blade-teeth,ancient-creatures,Saber-Toothed Cats,A Saber-Tooth's Famous Fangs Were Surprisingly Fragile,"The saber-toothed cat's enormous canines, reaching around seven inches, look like the ultimate weapons, but they were more delicate than they appear. Long and somewhat flattened, they could snap if they struck bone during a struggle. So Smilodon did not simply bite down on tough prey. It used exceptionally powerful neck and forelimb muscles to pin and immobilize an animal first, then delivered a precise, slashing bite to the soft throat or belly, keeping its prized fangs out of harm's way.","Saber-toothed cats' long fangs were fragile, so Smilodon wrestled prey still before a careful killing bite.","saber-toothed-cats,smilodon,canine-teeth",52,false,"saber-toothed-cats-not-tigers,saber-toothed-cats-tar-trap,megalodon-largest-fish,dunkleosteus-jaw-bones,megalodon-teeth-tell-story","human-body-quirks,war-and-conflict",
saber-toothed-cats-tar-trap,ancient-creatures,Saber-Toothed Cats,Healed Wounds Hint Saber-Tooths Cared for Each Other,"Among the many Smilodon skeletons recovered from the La Brea Tar Pits, a striking number show serious injuries, broken bones and damaged joints, that had healed over time. An animal that badly hurt would have struggled to hunt for itself while mending. That those wounds healed at all suggests these cats may have lived in social groups, where others shared food with the injured. The fossils hint that, like lions, saber-toothed cats might have looked after their own.","Many La Brea saber-tooths have healed injuries, hinting they lived socially and fed their wounded.","saber-toothed-cats,la-brea,social-behavior",52,false,"saber-toothed-cats-not-tigers,saber-toothed-cats-blade-teeth,dire-wolf-la-brea,woolly-mammoths-permafrost-preserved,megalodon-largest-fish","human-body-quirks,psychology-and-behavior,food-and-cuisine,numbers-and-mathematics",
woolly-mammoths-ice-age-coat,ancient-creatures,Woolly Mammoths,Scientists Are Editing Elephant DNA to Rebuild the Mammoth,"Of all extinct animals, the woolly mammoth is the leading candidate for 'de-extinction.' Its closest living relative is the Asian elephant, with which it shares the vast majority of its DNA, and frozen carcasses provide unusually good genetic material. Scientists are now editing elephant genes, adding traits like thick fur and cold tolerance, in hopes of producing mammoth-like calves that could one day walk cold landscapes again. Bringing back the woolly mammoth has gone from science fiction to active laboratory work.","Its DNA is nearly identical to the Asian elephant's, and scientists are now actually editing elephant genes in a real lab push to bring the mammoth back to life.","woolly-mammoths,de-extinction,asian-elephant",52,false,"woolly-mammoths-permafrost-preserved,woolly-mammoths-late-islands,giant-sloths-american-migration,dire-wolf-bigger-skull,trilobites-paleozoic-survivors",storytelling-and-narrative,
woolly-mammoths-permafrost-preserved,ancient-creatures,Woolly Mammoths,Frozen Baby Mammoths Still Have Their Last Meal Inside,"Siberia's permafrost has preserved woolly mammoths so completely that they are less like fossils than like time capsules. One famous baby mammoth, nicknamed Lyuba, emerged from the frozen ground tens of thousands of years after her death with skin, hair, and internal organs intact, and even traces of her mother's milk and her last meal still in her stomach. Frozen mud sealed these animals away from decay, letting scientists study Ice Age giants almost as if they had only recently died.",Permafrost preserved baby mammoths like 'Lyuba' so well that their last meals remain in their stomachs.,"woolly-mammoths,permafrost,lyuba",53,false,"woolly-mammoths-late-islands,woolly-mammoths-ice-age-coat,saber-toothed-cats-tar-trap,megalodon-largest-fish,dunkleosteus-jaw-bones","human-body-quirks,food-and-cuisine,parental-care",
woolly-mammoths-late-islands,ancient-creatures,Woolly Mammoths,Woolly Mammoths Were Still Alive When the Pyramids Stood,"We imagine woolly mammoths as impossibly ancient, but the timeline is startling. While most died out around 10,000 years ago, a small population clung on at remote Wrangel Island in the Arctic Ocean until roughly 4,000 years ago. By then, the Egyptians had already built the Great Pyramid of Giza. For a stretch of history, mammoths and pyramids existed on Earth at the same time. The Ice Age icon overlapped with human civilization far more recently than most people expect.","The last woolly mammoths survived on Wrangel Island until about 4,000 years ago, after the pyramids were built.","woolly-mammoths,wrangel-island,extinction",53,false,"woolly-mammoths-permafrost-preserved,woolly-mammoths-ice-age-coat,giant-sloths-american-migration,ancient-egypt-3000-years,pyramids-global-form,pyramids-giza-fame",ancient-engineering,
terror-birds-seven-foot-predators,ancient-creatures,Terror Birds,Terror Birds Were Apex Predators With Axe-Like Beaks,"After the dinosaurs vanished, some of South America's top predators were not mammals but giant flightless birds. Terror birds stood up to around ten feet tall in the largest species and hunted with huge, hooked beaks. One, Kelenken, had a skull about 28 inches long, among the largest of any bird known, tipped with a hatchet-like beak. These were not gentle giants pecking at seeds. They were powerful, fast-striding carnivores that ruled their ecosystems for millions of years.","Terror birds were giant flightless apex predators, some 10 feet tall with huge hatchet-like beaks.","terror-birds,apex-predator,kelenken",51,false,"terror-birds-fossil-chemistry,trilobites-paleozoic-survivors,megalodon-largest-fish,dire-wolf-bigger-skull,giant-sloths-claws-leaves","record-extremes,plants-and-botany,collective-behavior,lost-and-rediscovered",
terror-birds-fossil-chemistry,ancient-creatures,Terror Birds,Terror Birds Likely Killed by Striking Like a Pickaxe,"Terror birds could not fly, but they did not need to: they were built to chase and strike. Long, strong legs made them fast runners, and studies of their skulls suggest the beak was rigid for downward blows rather than side-to-side shaking. The likely tactic was to run prey down, then drive the heavy hooked beak into it like a pickaxe, striking repeatedly at a vulnerable spot. It was a hunting style with no real equal among birds today.",Terror birds likely ran down prey and killed it with repeated pickaxe-like strikes of their hooked beaks.,"terror-birds,hunting,prehistoric-birds",53,false,"terror-birds-seven-foot-predators,dunkleosteus-self-sharpening-jaws,dire-wolf-la-brea,dragonflies-nearly-360-vision,saber-toothed-cats-tar-trap","flight-and-aviation,numbers-and-mathematics",
blackbeard-queen-annes-revenge,pirates,Blackbeard,Blackbeard Set His Own Beard Smoking to Look Demonic,"Blackbeard understood that fear did the work of fighting. Before a battle he reportedly tucked slow-burning fuses, the kind used to light cannons, into his thick black beard and hat, then lit them so wisps of smoke curled around his face. Wreathed in haze, glaring through the smoke and bristling with pistols, he looked like a devil risen from the sea. Many crews surrendered on the spot. His terrifying image was a deliberately crafted weapon.",Blackbeard lit slow-burning fuses in his beard before battle to look like a smoking demon and scare crews into surrender.,"blackbeard,intimidation,golden-age-of-piracy",52,false,"blackbeard-treasure-myth,female-pirates-bonny-read,treasure-maps-saved-life,pirate-havens-nassau,captain-kidd-privateer","war-and-conflict,psychology-and-behavior",
blackbeard-treasure-myth,pirates,Blackbeard,Blackbeard's Whole Pirate Career Lasted About Two Years,"For all his fame, Blackbeard, whose real name was likely Edward Teach, was an active pirate for only about two years, from roughly 1716 to his death in 1718. Even more surprising, there is little hard evidence that he killed anyone before his final battle. He relied on his fearsome reputation and theatrical menace to make victims give up without bloodshed. His outsized legend, including tales of buried treasure that has never been found, far outgrew his short, calculated career.",Blackbeard was a pirate for only about two years and may not have killed anyone before his final fight.,"blackbeard,edward-teach,pirate-legend",52,false,"blackbeard-queen-annes-revenge,treasure-maps-navigation-intelligence,captain-kidd-quedagh-merchant,treasure-maps-saved-life,female-pirates-bonny-read","hidden-underground,war-and-conflict,numbers-and-mathematics",
buccaneers-targeted-spain,pirates,Buccaneers,A Pirate Was Knighted and Made a Colony's Governor,"Crime at sea could pay off spectacularly. Henry Morgan, the most famous buccaneer of all, led devastating raids on Spanish strongholds, including a daring overland assault that sacked Panama City. When Spain protested, England arrested him, then reversed course entirely: he was knighted by the king and sent back to Jamaica as its lieutenant governor, now hunting the very pirates he once led. His name lives on today, stamped on a popular brand of rum.","Buccaneer Henry Morgan raided Spanish cities, then was knighted and made lieutenant governor of Jamaica.","buccaneers,henry-morgan,jamaica",52,false,"privateers-profit-motive,pirate-havens-nassau,pirate-havens-safe-base,treasure-maps-navigation-intelligence,blackbeard-treasure-myth","collective-behavior,symbiosis-and-cooperation",
